ābcd, ābcd, ābcd, empty
ābcd̄ + ābcd + abcd̄, bc + acd̄ + abd̄, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + abc̄d, ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d + abcd, bcd + ābc + abd + abc̄, ābc + abd, bcd + ābc + abc̄
ābcd̄ + ābcd + abc̄d, bcd + ābc + abd + abc̄, ābc + abc̄, ābc + abd
ābcd̄ + ābcd + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d + abcd̄ + abcd, bc + acd̄ + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d + abcd̄, bc + acd̄ + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d, bcd̄ + ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d + abcd, bc + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d, bc + ab, bc + ab, empty
ābcd̄ + ābcd, ābc, ābc, empty
ābcd̄ + ābcd + abcd, bcd + ābc + abd, ābc + abd, bcd + ābc
ābcd̄ + ābcd, bcd + ābc, ābc, empty
ābcd̄ + ābcd + abcd̄, bcd̄ + ābc + acd̄ + abd̄, empty, empty
ābcd̄ + ābcd + abcd̄ + abcd, bc + acd̄ + ab, bc, empty
ābcd̄ + ābcd + abcd̄, bc + acd̄ + ab, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc + ab, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + ab̄cd, ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bcd + ābc + acd + ab̄c, ābc + acd, bcd + ābc + ab̄c
ābcd̄ + ābcd + ab̄cd, bcd + ābc + acd + ab̄c, ābc + ab̄c, ābc + acd
ābcd̄ + ābcd + ab̄cd + abcd̄, bcd̄ + ābc + acd̄ + ab̄c, ābc + acd̄ + ab̄c, bcd̄ + ābc + ab̄c
ābcd̄ + ābcd + ab̄cd + abcd̄ + abcd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abcd̄, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bcd̄ + ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, ābc + ab̄c + abc̄d, ābc + ab̄c + abc̄d, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd, bcd + ābc + acd + ab̄c + abd, ābc + ab̄c + abd, ābc + acd + abd
ābcd̄ + ābcd + ab̄cd + abc̄d, bcd + ābc + acd + ab̄c + abd, ābc + ab̄c + abd, ābc + acd + abd
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abc̄d, ābc + acd̄ + ab̄c + abc̄d, bcd̄ + ābc + ab̄c + abc̄d
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄ + abcd, bc + ac + abd, bc + ac + abd, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄, bc + ac + abd, bc + ac + abd, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, bcd̄ + ābc + ab̄c + abc̄d, ābc + ab̄c + abc̄d, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd, bc + ac + abd, bc + ac + abd, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, bc + ac + abd, bc + ac + abd, empty
ābcd̄ + ābcd + ab̄cd, ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bcd + ābc + acd + ab̄c + abd, empty, empty
ābcd̄ + ābcd + ab̄cd, bcd + ābc + acd + ab̄c, ābc + ab̄c, ābc + acd
ābcd̄ + ābcd + ab̄cd + abcd̄, bcd̄ + ābc + acd̄ + ab̄c, ābc + acd̄ + ab̄c, bcd̄ + ābc + ab̄c
ābcd̄ + ābcd + ab̄cd + abcd̄ + abcd, bc + ac + abd, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abcd̄, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bcd̄ + ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bc + ac + abd, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, ābc + ab̄c + abc̄d̄, ābc + ab̄c + abc̄d̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ābc + acd + ab̄c + abc̄d̄, ābc + acd + abc̄d̄, bcd + ābc + ab̄c + abc̄d̄
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bcd + ābc + acd + ab̄c + abc̄d̄, ābc + ab̄c + abc̄d̄, ābc + acd + abc̄d̄
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄, ābc + ab̄c + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄ + abcd, bc + ac + abd̄, bc + ac + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄, bc + ac + abd̄, bc + ac + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bcd̄ + ābc + ab̄c + abd̄, ābc + ab̄c + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd, bc + ac + abd̄, bc + ac + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bc + ac + abd̄, bc + ac + abd̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d, ābc + ab̄c + abc̄, ābc + ab̄c + abc̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd, bcd + ābc + acd + ab̄c + abd + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d, bcd + ābc + acd + ab̄c + abd + abc̄, ābc + ab̄c + abc̄, ābc + acd + abc̄
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄ + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd̄, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d, bcd̄ + ābc + ab̄c + abd̄ + abc̄, ābc + ab̄c + abc̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abc̄d, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, ābc + ab̄c + abc̄, ābc + ab̄c + abc̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd, bcd + ābc + acd + ab̄c + abd + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bcd + ābc + acd + ab̄c + abc̄, ābc + ab̄c + abc̄, ābc + acd + abc̄
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄ + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd̄, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bcd̄ + ābc + ab̄c + abd̄ + abc̄, ābc + ab̄c + abc̄, ābc + ab̄c + abd̄
ābcd̄ + ābcd + ab̄cd + abc̄d̄ + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d̄, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd, ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bcd + ābc + acd + ab̄c, ābc + acd, bcd + ābc + ab̄c
ābcd̄ + ābcd + ab̄cd, bcd + ābc + acd + ab̄c, ābc + ab̄c, ābc + acd
ābcd̄ + ābcd + ab̄cd + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abcd̄ + abcd, bc + ac + abd̄, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abcd̄, bc + ac + abd̄, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bcd̄ + ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bc + ac, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, ābc + ab̄c + abc̄, ābc + ab̄c + abc̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd, bcd + ābc + acd + ab̄c + abd + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, bcd + ābc + acd + ab̄c + abd + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄ + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd̄, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, bcd̄ + ābc + ab̄c + abc̄, ābc + ab̄c + abc̄, empty
ābcd̄ + ābcd + ab̄cd + abc̄d + abcd, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd + abc̄d, bc + ac + ab, bc + ac + ab, empty
ābcd̄ + ābcd + ab̄cd, ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bcd + ābc + acd + ab̄c + abd, empty, empty
ābcd̄ + ābcd + ab̄cd, bcd + ābc + acd + ab̄c, ābc + ab̄c, ābc + acd
ābcd̄ + ābcd + ab̄cd + abcd̄, bcd̄ + ābc + acd̄ + ab̄c + abd̄, empty, empty
ābcd̄ + ābcd + ab̄cd + abcd̄ + abcd, bc + ac + ab, bc + ac, empty
ābcd̄ + ābcd + ab̄cd + abcd̄, bc + ac + ab, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bcd̄ + ābc + ab̄c, ābc + ab̄c, empty
ābcd̄ + ābcd + ab̄cd + abcd, bc + ac + ab, bc + ac, empty
ābcd̄ + ābcd + ab̄cd, bc + ac, bc + ac, empty
ābcd̄ + ābcd, ābc, ābc, empty
ābcd̄ + ābcd + abcd, bcd + ābc + acd, ābc + acd, bcd + ābc
ābcd̄ + ābcd, bcd + ābc, ābc, empty
ābcd̄ + ābcd + abcd̄, bcd̄ + ābc + acd̄, ābc + acd̄, bcd̄ + ābc
ābcd̄ + ābcd + abcd̄ + abcd, bc + ac, bc, empty
ābcd̄ + ābcd + abcd̄, bc + ac, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc + ac, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + abc̄d, ābc + abc̄d, ābc + abc̄d, empty
ābcd̄ + ābcd + abc̄d + abcd, bcd + ābc + acd + abd, ābc + abd, empty
ābcd̄ + ābcd + abc̄d, bcd + ābc + abd, ābc + abd, empty
ābcd̄ + ābcd + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + abc̄d, ābc + acd̄ + abc̄d, bcd̄ + ābc + abc̄d
ābcd̄ + ābcd + abc̄d + abcd̄ + abcd, bc + ac + abd, bc + abd, empty
ābcd̄ + ābcd + abc̄d + abcd̄, bc + ac + abd, bc + abd, empty
ābcd̄ + ābcd + abc̄d, bcd̄ + ābc + abc̄d, ābc + abc̄d, empty
ābcd̄ + ābcd + abc̄d + abcd, bc + ac + abd, bc + abd, empty
ābcd̄ + ābcd + abc̄d, bc + abd, bc + abd, empty
ābcd̄ + ābcd, ābc, ābc, empty
ābcd̄ + ābcd + abcd, bcd + ābc + acd + abd, empty, empty
ābcd̄ + ābcd, bcd + ābc, ābc, empty
ābcd̄ + ābcd + abcd̄, bcd̄ + ābc + acd̄, ābc + acd̄, bcd̄ + ābc
ābcd̄ + ābcd + abcd̄ + abcd, bc + ac + abd, bc, empty
ābcd̄ + ābcd + abcd̄, bc + ac, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc + ac + abd, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + abc̄d̄, ābc + abc̄d̄, ābc + abc̄d̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd, bcd + ābc + acd + abc̄d̄, ābc + acd + abc̄d̄, bcd + ābc + abc̄d̄
ābcd̄ + ābcd + abc̄d̄, bcd + ābc + abc̄d̄, ābc + abc̄d̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄, bcd̄ + ābc + acd̄ + abd̄, ābc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄ + abcd, bc + ac + abd̄, bc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄, bc + ac + abd̄, bc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄, bcd̄ + ābc + abd̄, ābc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd, bc + ac + abd̄, bc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄, bc + abd̄, bc + abd̄, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d, ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d + abcd, bcd + ābc + acd + abd + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d, bcd + ābc + abd + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d + abcd̄ + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d + abcd̄, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d, bcd̄ + ābc + abd̄ + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄ + abc̄d, bc + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄, ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd, bcd + ābc + acd + abd + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d̄, bcd + ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄, bcd̄ + ābc + acd̄ + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄ + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄ + abcd̄, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄, bcd̄ + ābc + abd̄ + abc̄, ābc + abc̄, ābc + abd̄
ābcd̄ + ābcd + abc̄d̄ + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d̄, bc + ab, bc + ab, empty
ābcd̄ + ābcd, ābc, ābc, empty
ābcd̄ + ābcd + abcd, bcd + ābc + acd, ābc + acd, bcd + ābc
ābcd̄ + ābcd, bcd + ābc, ābc, empty
ābcd̄ + ābcd + abcd̄, bcd̄ + ābc + acd̄ + abd̄, empty, empty
ābcd̄ + ābcd + abcd̄ + abcd, bc + ac + abd̄, bc, empty
ābcd̄ + ābcd + abcd̄, bc + ac + abd̄, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc + ac, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + abc̄d, ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d + abcd, bcd + ābc + acd + abd + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d, bcd + ābc + abd + abc̄, ābc + abc̄, ābc + abd
ābcd̄ + ābcd + abc̄d + abcd̄, bcd̄ + ābc + acd̄ + abd̄ + abc̄, empty, empty
ābcd̄ + ābcd + abc̄d + abcd̄ + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d + abcd̄, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d, bcd̄ + ābc + abc̄, ābc + abc̄, empty
ābcd̄ + ābcd + abc̄d + abcd, bc + ac + ab, bc + ab, empty
ābcd̄ + ābcd + abc̄d, bc + ab, bc + ab, empty
ābcd̄ + ābcd, ābc, ābc, empty
ābcd̄ + ābcd + abcd, bcd + ābc + acd + abd, empty, empty
ābcd̄ + ābcd, bcd + ābc, ābc, empty
ābcd̄ + ābcd + abcd̄, bcd̄ + ābc + acd̄ + abd̄, empty, empty
ābcd̄ + ābcd + abcd̄ + abcd, bc + ac + ab, bc, empty
ābcd̄ + ābcd + abcd̄, bc + ac + ab, bc, empty
ābcd̄ + ābcd, bcd̄ + ābc, ābc, empty
ābcd̄ + ābcd + abcd, bc + ac + ab, bc, empty
ābcd̄ + ābcd, bc, bc, empty
ābcd̄ + ābcd + ab̄c̄d, ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bcd + ābc + ab̄c̄d, bcd + ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bcd + ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bcd̄ + ābc + ab̄c̄d, bcd̄ + ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄ + abcd, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bcd̄ + ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd, bcd + ābc + ac̄d + abd, ābc + ac̄d + abd, bcd + ābc + ac̄d
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bcd + ābc + ac̄d + abd, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄, bcd̄ + ābc + ac̄d, bcd̄ + ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄ + abcd, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bcd̄ + ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d, ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bcd + ābc + ac̄d + abd, ābc + ac̄d + abd, bcd + ābc + ac̄d
ābcd̄ + ābcd + ab̄c̄d, bcd + ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bcd̄ + ābc + ac̄d, bcd̄ + ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄ + abcd, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bc + ac̄d, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bcd̄ + ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bc + ac̄d + abd, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bc + ac̄d, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, ābc + ab̄c̄d + abc̄d̄, ābc + ab̄c̄d + abc̄d̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd, bcd + ābc + ab̄c̄d + abc̄d̄, bcd + ābc + ab̄c̄d + abc̄d̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bcd + ābc + ab̄c̄d + abc̄d̄, ābc + ab̄c̄d + abc̄d̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄, bcd̄ + ābc + ab̄c̄d + abd̄, ābc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄ + abcd, bc + ab̄c̄d + abd̄, bc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄, bc + ab̄c̄d + abd̄, bc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bcd̄ + ābc + ab̄c̄d + abd̄, ābc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd, bc + ab̄c̄d + abd̄, bc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bc + ab̄c̄d + abd̄, bc + ab̄c̄d + abd̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d, ābc + ac̄d + abc̄, ābc + ac̄d + abc̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d + abcd, bcd + ābc + ac̄d + abd + abc̄, ābc + ac̄d + abd + abc̄, bcd + ābc + ac̄d + abc̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d, bcd + ābc + ac̄d + abd + abc̄, ābc + ac̄d + abc̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, bcd̄ + ābc + ac̄d + abd̄ + abc̄, ābc + ac̄d + abd̄, bcd̄ + ābc + ac̄d + abc̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄ + abcd, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d + abcd̄, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d, bcd̄ + ābc + ac̄d + abd̄ + abc̄, ābc + ac̄d + abc̄, ābc + ac̄d + abd̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d + abcd, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abc̄d, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, ābc + ac̄d + abc̄, ābc + ac̄d + abc̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd, bcd + ābc + ac̄d + abd + abc̄, ābc + ac̄d + abd + abc̄, bcd + ābc + ac̄d + abc̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bcd + ābc + ac̄d + abc̄, ābc + ac̄d + abc̄, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄, bcd̄ + ābc + ac̄d + abd̄ + abc̄, ābc + ac̄d + abd̄, bcd̄ + ābc + ac̄d + abc̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄ + abcd, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd̄, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bcd̄ + ābc + ac̄d + abd̄ + abc̄, ābc + ac̄d + abc̄, ābc + ac̄d + abd̄
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄ + abcd, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d̄, bc + ac̄d + ab, bc + ac̄d + ab, empty
ābcd̄ + ābcd + ab̄c̄d, ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bcd + ābc + ab̄c̄d, bcd + ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bcd + ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bcd̄ + ābc + ab̄c̄d + abd̄, ābc + ab̄c̄d + abd̄, bcd̄ + ābc + ab̄c̄d
ābcd̄ + ābcd + ab̄c̄d + abcd̄ + abcd, bc + ab̄c̄d + abd̄, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd̄, bc + ab̄c̄d + abd̄, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bcd̄ + ābc + ab̄c̄d, ābc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d, bc + ab̄c̄d, bc + ab̄c̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, ābc + ac̄d + abc̄, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd, bcd + ābc + ac̄d + abd + abc̄, ābc + ac̄d + abd, bcd + ābc + ac̄d
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bcd + ābc + ac̄d + abd + abc̄, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄, bcd̄ + ābc + ac̄d + abd̄ + abc̄, ābc + ac̄d + abd̄, bcd̄ + ābc + ac̄d
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄ + abcd, bc + ac̄d + ab, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd̄, bc + ac̄d + ab, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bcd̄ + ābc + ac̄d + abc̄, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d + abcd, bc + ac̄d + ab, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abc̄d, bc + ac̄d + ab, bc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d, ābc + ac̄d, ābc + ac̄d, empty
ābcd̄ + ābcd + ab̄c̄d + abcd, bcd + ābc + ac̄d + abd, ābc + ac̄d + abd, bcd + ābc + ac̄d
ābcd̄ + ābcd + ab̄c̄d, bcd + ābc + ac̄d, ābc + ac̄d, empty
